Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Designer (product.metafields.custom.designer),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Shape (product.metafields.custom.shape)
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,"5'3"" x 7'3"" Rectangular",156.00,125.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,6' x 6' Round,156.00,125.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,6' x 9' Rectangular,236.00,189.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,7' x 10' Rectangular,300.00,240.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,8' x 8' Round,274.00,219.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,8' x 10' Rectangular,325.00,260.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,9' x 12' Rectangular,481.00,385.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-950 Area Rug,"<div class=""product-overview-data"">
<p><p>Stunning texture brings the Rush CK-950 area rug to life. This selection from Calvin Klein Home starts with tonal simplicity, immediately elevated by the striking high-low pile design.</p><ul><li>Raised lines stretch and intersect, a crosshatched pattern that casts a drama of light and shadow across the surface. This contemporary area rug offers a dynamic viewing experience from every angle. </li><li> Machine-made from polyester and polypropylene over a sturdy jute backing, this synthetic area rug provides a practical approach to everyday luxury. You can depend on this design to provide years of enjoyment with proper care. </li><li> Vacuum regularly with the brush roll component disengaged. Use a dry white cloth to blot spills before they have time to set.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,10' x 14' Rectangular,613.00,490.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446050953.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/141592/236915/ws_099446049865.jpg",1.0,CK-950,"Ivory, Grey",Contemporary / Modern,"59% Polyester, 41% Polypropylene",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Update your space with contemporary charm using the Enchanting ECH-06 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This effortlessly chic area rug is machine-made in Turkey.</li><li> Boasting subtle pops of rust against neutral ivories and grays, this abstract, modern area rug is a gorgeous way to update your favorite room.</li><li> This high-low cut pile rug makes it simple to add texture and depth to your home. The low-shed, easy-care polypropylene and polyester area rug has a durable jute backing and is designed for versatility.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,"2'3"" x 7'3"" Rectangular runner",84.00,67.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038_06.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038.jpg",1.0,ECH-06,"Ivory, Grey",Contemporary / Modern,"66% Polypropylene, 34% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446020963_04.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038_05.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038_01.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038_02.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038_03.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446020963.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021014.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021045.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Update your space with contemporary charm using the Enchanting ECH-06 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This effortlessly chic area rug is machine-made in Turkey.</li><li> Boasting subtle pops of rust against neutral ivories and grays, this abstract, modern area rug is a gorgeous way to update your favorite room.</li><li> This high-low cut pile rug makes it simple to add texture and depth to your home. The low-shed, easy-care polypropylene and polyester area rug has a durable jute backing and is designed for versatility.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,"3'2"" x 5' Rectangular",79.00,63.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021045.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038.jpg",1.0,ECH-06,"Ivory, Grey",Contemporary / Modern,"66% Polypropylene, 34% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Update your space with contemporary charm using the Enchanting ECH-06 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This effortlessly chic area rug is machine-made in Turkey.</li><li> Boasting subtle pops of rust against neutral ivories and grays, this abstract, modern area rug is a gorgeous way to update your favorite room.</li><li> This high-low cut pile rug makes it simple to add texture and depth to your home. The low-shed, easy-care polypropylene and polyester area rug has a durable jute backing and is designed for versatility.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,"5'3"" x 7'3"" Rectangular",195.00,156.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021045.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038.jpg",1.0,ECH-06,"Ivory, Grey",Contemporary / Modern,"66% Polypropylene, 34% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Update your space with contemporary charm using the Enchanting ECH-06 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This effortlessly chic area rug is machine-made in Turkey.</li><li> Boasting subtle pops of rust against neutral ivories and grays, this abstract, modern area rug is a gorgeous way to update your favorite room.</li><li> This high-low cut pile rug makes it simple to add texture and depth to your home. The low-shed, easy-care polypropylene and polyester area rug has a durable jute backing and is designed for versatility.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li></ul></p>
</div>",Calvin Klein Home,Color,"Ivory, Grey",Size,8' x 10' Rectangular,391.00,313.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021045.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147631/236878/ws_099446021038.jpg",1.0,ECH-06,"Ivory, Grey",Contemporary / Modern,"66% Polypropylene, 34% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-956 Area Rug,"<div class=""product-overview-data"">
<p><p>Make a bold and unique choice for your one-of-a-kind home with the Rush CK-956 Area Rug from the Calvin Klein Collection for Nourison.</p><ul><li>In shades of ivory and gray, this modern area rug is neutral, yet completely unexpected. An abstract pattern gives this rug an artistic and contemporary vibe, making it the perfect choice for any chic space.</li><li> This stunning polyester and polypropylene area rug is carefully-made and gorgeously textured. The lovely, high-low pile area rug is low-maintenance and durable.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li><li> This high-quality, durable area rug is expertly machine-made in Turkey.</li></ul></p>
</div>",Calvin Klein Home,Color,"Grey, Ivory",Size,"3'2"" x 5' Rectangular",74.00,59.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_room03.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_5x7_099446135698_primary.jpg",1.0,CK-956,"Grey, Ivory",Contemporary / Modern,"71% Polypropylene, 29% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-956 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_5x7_099446135698_primary.jpg",,,,,,,,,,,,,,,,
Rush - CK-956 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_room02.jpg",,,,,,,,,,,,,,,,
Rush - CK-956 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_backing.jpg",,,,,,,,,,,,,,,,
Rush - CK-956 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_closeup_1.jpg",,,,,,,,,,,,,,,,
Rush - CK-956 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_closeup_2.jpg",,,,,,,,,,,,,,,,
Rush - CK-956 Area Rug,"<div class=""product-overview-data"">
<p><p>Make a bold and unique choice for your one-of-a-kind home with the Rush CK-956 Area Rug from the Calvin Klein Collection for Nourison.</p><ul><li>In shades of ivory and gray, this modern area rug is neutral, yet completely unexpected. An abstract pattern gives this rug an artistic and contemporary vibe, making it the perfect choice for any chic space.</li><li> This stunning polyester and polypropylene area rug is carefully-made and gorgeously textured. The lovely, high-low pile area rug is low-maintenance and durable.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li><li> This high-quality, durable area rug is expertly machine-made in Turkey.</li></ul></p>
</div>",Calvin Klein Home,Color,"Grey, Ivory",Size,"5'3"" x 7'3"" Rectangular",156.00,125.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_closeup_2.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_5x7_099446135698_primary.jpg",1.0,CK-956,"Grey, Ivory",Contemporary / Modern,"71% Polypropylene, 29% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Rush - CK-956 Area Rug,"<div class=""product-overview-data"">
<p><p>Make a bold and unique choice for your one-of-a-kind home with the Rush CK-956 Area Rug from the Calvin Klein Collection for Nourison.</p><ul><li>In shades of ivory and gray, this modern area rug is neutral, yet completely unexpected. An abstract pattern gives this rug an artistic and contemporary vibe, making it the perfect choice for any chic space.</li><li> This stunning polyester and polypropylene area rug is carefully-made and gorgeously textured. The lovely, high-low pile area rug is low-maintenance and durable.</li><li> For product longevity, we recommend avoiding the use of a vacuum beater bar on your rug.</li><li> This high-quality, durable area rug is expertly machine-made in Turkey.</li></ul></p>
</div>",Calvin Klein Home,Color,"Grey, Ivory",Size,8' x 10' Rectangular,325.00,260.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_closeup_2.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/18709/147766/237101/ws_ck950_ck956_grey_ivory_5x7_099446135698_primary.jpg",1.0,CK-956,"Grey, Ivory",Contemporary / Modern,"71% Polypropylene, 29% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-03 Area Rug,"<div class=""product-overview-data"">
<p><p>Inspire a unique, contemporary design scheme with the Enchanting ECH-03 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This gorgeous area rug is machine-made in Turkey with durability and quality in mind.</li><li> With its abstract pattern and neutral shades of gray and beige, this modern area rug is intriguing, yet undeniably versatile.</li><li> Featuring a durable jute backing, this easy-care, low-shed, polypropylene and polyester area rug is a smart choice for nearly any space. The high-low cut pile rug adds effortless depth and dimension to your interior design scheme.</li><li> To extend the life of your rug and keep it looking as pristine as new, we recommend regularly-scheduled professional cleaning.</li></ul></p>
</div>",Calvin Klein Home,Color,"Grey, Beige",Size,"2'3"" x 7'3"" Rectangular runner",84.00,67.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876_06.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876.jpg",1.0,ECH-03,"Grey, Beige",Contemporary / Modern,"63% Polypropylene, 37% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869845_04.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876_05.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876_01.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876_02.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876_03.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869845.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869869.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869883.jpg",,,,,,,,,,,,,,,,
Enchanting - ECH-03 Area Rug,"<div class=""product-overview-data"">
<p><p>Inspire a unique, contemporary design scheme with the Enchanting ECH-03 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This gorgeous area rug is machine-made in Turkey with durability and quality in mind.</li><li> With its abstract pattern and neutral shades of gray and beige, this modern area rug is intriguing, yet undeniably versatile.</li><li> Featuring a durable jute backing, this easy-care, low-shed, polypropylene and polyester area rug is a smart choice for nearly any space. The high-low cut pile rug adds effortless depth and dimension to your interior design scheme.</li><li> To extend the life of your rug and keep it looking as pristine as new, we recommend regularly-scheduled professional cleaning.</li></ul></p>
</div>",Calvin Klein Home,Color,"Grey, Beige",Size,"3'2"" x 5' Rectangular",79.00,63.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869883.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876.jpg",1.0,ECH-03,"Grey, Beige",Contemporary / Modern,"63% Polypropylene, 37% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
Enchanting - ECH-03 Area Rug,"<div class=""product-overview-data"">
<p><p>Inspire a unique, contemporary design scheme with the Enchanting ECH-03 Area Rug from Nourison's Calvin Klein Home line.</p><ul><li>This gorgeous area rug is machine-made in Turkey with durability and quality in mind.</li><li> With its abstract pattern and neutral shades of gray and beige, this modern area rug is intriguing, yet undeniably versatile.</li><li> Featuring a durable jute backing, this easy-care, low-shed, polypropylene and polyester area rug is a smart choice for nearly any space. The high-low cut pile rug adds effortless depth and dimension to your interior design scheme.</li><li> To extend the life of your rug and keep it looking as pristine as new, we recommend regularly-scheduled professional cleaning.</li></ul></p>
</div>",Calvin Klein Home,Color,"Grey, Beige",Size,"5'3"" x 7'3"" Rectangular",195.00,156.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869883.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/20532/147628/236874/ws_099446869876.jpg",1.0,ECH-03,"Grey, Beige",Contemporary / Modern,"63% Polypropylene, 37% Polyester",Machine-Made,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,Turkey,Not available,Not available,Recommended,
