Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Shape (product.metafields.custom.shape)
Abstract - Hammond Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy.jpg",,,,,,,,,,,,,,,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Navy, Blue, Ivory ",Size,4' x 6' Rectangular,704.99,339.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy.jpg",1.0,Hammond,"Navy, Blue, Ivory (ABS-7)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy_2.jpg",,,,,,,,,,,,,,,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Navy, Blue, Ivory ",Size,5' x 8' Rectangular,"1,174.99",563.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy.jpg",1.0,Hammond,"Navy, Blue, Ivory (ABS-7)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy_4.jpg",,,,,,,,,,,,,,,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Navy, Blue, Ivory ",Size,8' x 10' Rectangular,"2,344.99","1,123.99","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy_5.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy.jpg",1.0,Hammond,"Navy, Blue, Ivory (ABS-7)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Navy, Blue, Ivory ",Size,9' x 13' Rectangular,"3,439.99","1,639.99","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy_5.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229522/ws_abs-7navy.jpg",1.0,Hammond,"Navy, Blue, Ivory (ABS-7)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Sky Blue, Grey, Cream ",Size,2' x 3' Rectangular,183.99,87.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4_blue_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue.jpg",1.0,Hammond,"Sky Blue, Grey, Cream (ABS-4)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue.jpg",,,,,,,,,,,,,,,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Sky Blue, Grey, Cream ",Size,4' x 6' Rectangular,704.99,339.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue_ls.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue.jpg",1.0,Hammond,"Sky Blue, Grey, Cream (ABS-4)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue_2.jpg",,,,,,,,,,,,,,,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Sky Blue, Grey, Cream ",Size,5' x 8' Rectangular,"1,174.99",563.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue_3.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue.jpg",1.0,Hammond,"Sky Blue, Grey, Cream (ABS-4)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue_4.jpg",,,,,,,,,,,,,,,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Sky Blue, Grey, Cream ",Size,8' x 10' Rectangular,"2,344.99","1,123.99","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue_5.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue.jpg",1.0,Hammond,"Sky Blue, Grey, Cream (ABS-4)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Abstract - Hammond Area Rug,"<div class=""product-overview-data"">
<p><p>An artistic backdrop for any space, the Amer Rugs Abstract Hammond rug unites a versatile, contemporary look with the pure comfort and subtle sheen of its hand-tufted wool and viscose makeup.</p><ul><li>Durable, soft, and shiny, the Abstract collection owes its unique set of qualities to a hand-tufted blend of wool and viscose fibers. </li><li> Create a base of contemporary elegance in any living, dining, or entertaining area with this abstract design of our chic floor covering. </li><li> These wool and viscose rugs offer both comfort and resilience because each is hand-tufted into a high pile height. </li><li> Embedded dirt and debris are most easily removed by routinely vacuuming your rug.</li></ul></p>
</div>",Amer Rugs,Color,"Sky Blue, Grey, Cream ",Size,9' x 13' Rectangular,"3,439.99","1,639.99","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue_5.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/18932/142573/229524/ws_abs-4blue.jpg",1.0,Hammond,"Sky Blue, Grey, Cream (ABS-4)",Contemporary / Modern,"75% Wool, 25% Viscose",Hand-Tufted,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Blend - BLN-15 Area Rug,"<div class=""product-overview-data"">
<p><p>Invite contrast and dimension into any stylish space with the Blend BLN-15 Area Rug by Amer Rugs.</p><ul><li>This eye-catching area rug is beautifully hand-loomed by skilled artisans in India.</li><li> This stunning, striped area rug is an incredible way to add drama and intrigue to your home. Its classic stripe pattern in shades of charcoal, black, and white is sure to be a welcome addition to your contemporary bedroom or living room.</li><li> The soft and durable viscose and wool area rug is well-suited for high-traffic areas. High-quality materials make this medium pile rug a fine addition to modern, well-edited spaces.</li><li> Between professional cleanings, we recommend spot cleaning and vacuuming on low to keep your rug looking fresh and beautiful.</li></ul></p>
</div>",Amer Rugs,Color,Charcoal,Size,2' x 3' Rectangular,174.99,89.24,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/0/201533/ws_bln15rs.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",1.0,BLN-15,Charcoal,Striped,"50% Wool, 50% Viscose",Hand-Loomed,"3⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Blend - BLN-15 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",,,,,,,,,,,,,,,
Blend - BLN-15 Area Rug,"<div class=""product-overview-data"">
<p><p>Invite contrast and dimension into any stylish space with the Blend BLN-15 Area Rug by Amer Rugs.</p><ul><li>This eye-catching area rug is beautifully hand-loomed by skilled artisans in India.</li><li> This stunning, striped area rug is an incredible way to add drama and intrigue to your home. Its classic stripe pattern in shades of charcoal, black, and white is sure to be a welcome addition to your contemporary bedroom or living room.</li><li> The soft and durable viscose and wool area rug is well-suited for high-traffic areas. High-quality materials make this medium pile rug a fine addition to modern, well-edited spaces.</li><li> Between professional cleanings, we recommend spot cleaning and vacuuming on low to keep your rug looking fresh and beautiful.</li></ul></p>
</div>",Amer Rugs,Color,Charcoal,Size,4' x 6' Rectangular,684.99,348.49,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/0/201533/ws_bln15cnr.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",1.0,BLN-15,Charcoal,Striped,"50% Wool, 50% Viscose",Hand-Loomed,"3⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Blend - BLN-15 Area Rug,"<div class=""product-overview-data"">
<p><p>Invite contrast and dimension into any stylish space with the Blend BLN-15 Area Rug by Amer Rugs.</p><ul><li>This eye-catching area rug is beautifully hand-loomed by skilled artisans in India.</li><li> This stunning, striped area rug is an incredible way to add drama and intrigue to your home. Its classic stripe pattern in shades of charcoal, black, and white is sure to be a welcome addition to your contemporary bedroom or living room.</li><li> The soft and durable viscose and wool area rug is well-suited for high-traffic areas. High-quality materials make this medium pile rug a fine addition to modern, well-edited spaces.</li><li> Between professional cleanings, we recommend spot cleaning and vacuuming on low to keep your rug looking fresh and beautiful.</li></ul></p>
</div>",Amer Rugs,Color,Charcoal,Size,5' x 8' Rectangular,"1,129.99",577.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/0/201533/ws_bln15cnr.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",1.0,BLN-15,Charcoal,Striped,"50% Wool, 50% Viscose",Hand-Loomed,"3⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Blend - BLN-15 Area Rug,"<div class=""product-overview-data"">
<p><p>Invite contrast and dimension into any stylish space with the Blend BLN-15 Area Rug by Amer Rugs.</p><ul><li>This eye-catching area rug is beautifully hand-loomed by skilled artisans in India.</li><li> This stunning, striped area rug is an incredible way to add drama and intrigue to your home. Its classic stripe pattern in shades of charcoal, black, and white is sure to be a welcome addition to your contemporary bedroom or living room.</li><li> The soft and durable viscose and wool area rug is well-suited for high-traffic areas. High-quality materials make this medium pile rug a fine addition to modern, well-edited spaces.</li><li> Between professional cleanings, we recommend spot cleaning and vacuuming on low to keep your rug looking fresh and beautiful.</li></ul></p>
</div>",Amer Rugs,Color,Charcoal,Size,8' x 10' Rectangular,"2,274.99","1,151.74","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/0/201533/ws_bln15cnr.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",1.0,BLN-15,Charcoal,Striped,"50% Wool, 50% Viscose",Hand-Loomed,"3⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Blend - BLN-15 Area Rug,"<div class=""product-overview-data"">
<p><p>Invite contrast and dimension into any stylish space with the Blend BLN-15 Area Rug by Amer Rugs.</p><ul><li>This eye-catching area rug is beautifully hand-loomed by skilled artisans in India.</li><li> This stunning, striped area rug is an incredible way to add drama and intrigue to your home. Its classic stripe pattern in shades of charcoal, black, and white is sure to be a welcome addition to your contemporary bedroom or living room.</li><li> The soft and durable viscose and wool area rug is well-suited for high-traffic areas. High-quality materials make this medium pile rug a fine addition to modern, well-edited spaces.</li><li> Between professional cleanings, we recommend spot cleaning and vacuuming on low to keep your rug looking fresh and beautiful.</li></ul></p>
</div>",Amer Rugs,Color,Charcoal,Size,9' x 12' Rectangular,"3,029.99","1,551.24","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/0/201533/ws_bln15cnr.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",1.0,BLN-15,Charcoal,Striped,"50% Wool, 50% Viscose",Hand-Loomed,"3⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Blend - BLN-15 Area Rug,"<div class=""product-overview-data"">
<p><p>Invite contrast and dimension into any stylish space with the Blend BLN-15 Area Rug by Amer Rugs.</p><ul><li>This eye-catching area rug is beautifully hand-loomed by skilled artisans in India.</li><li> This stunning, striped area rug is an incredible way to add drama and intrigue to your home. Its classic stripe pattern in shades of charcoal, black, and white is sure to be a welcome addition to your contemporary bedroom or living room.</li><li> The soft and durable viscose and wool area rug is well-suited for high-traffic areas. High-quality materials make this medium pile rug a fine addition to modern, well-edited spaces.</li><li> Between professional cleanings, we recommend spot cleaning and vacuuming on low to keep your rug looking fresh and beautiful.</li></ul></p>
</div>",Amer Rugs,Color,Charcoal,Size,10' x 14' Rectangular,"3,939.99","2,010.24","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/0/201533/ws_bln15cnr.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/15450/125202/201533/ws_bln151.jpg",1.0,BLN-15,Charcoal,Striped,"50% Wool, 50% Viscose",Hand-Loomed,"3⁄4"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Hermitage - Alyanna Area Rug,"<div class=""product-overview-data"">
<p><p>Capture the essence of contemporary artistry with the inspired Hermitage Alyanna Area Rug by Amer Rugs.</p><ul><li>Every brushstroke on this abstract area rug tells a unique story, and a stunning blue sapphire, navy, and off white color palette adds color and charisma to any design scheme.</li><li> This low pile area rug exudes an unmatched sense of luxury that truly defines sophistication. The viscose and New Zealand wool area rug is made of the finest art silk and wool fibers, allowing light to dance across its surface for an ethereal look that complements the soft underfoot feel beautifully.</li><li> Brilliant artisans in India have carefully and meticulously hand-knotted this gorgeous area rug.</li><li> To maintain the quality and longevity of your area rug, regularly vacuum it to remove debris and dust, spot-clean any spills immediately, and rotate the rug occasionally to ensure even wear and tear.</li></ul></p>
</div>",Amer Rugs,Color,Blue Sapphire ,Size,2' x 3' Rectangular,514.99,263.49,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_lifestyle.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_main.jpg",1.0,Alyanna,Blue Sapphire (HRM-1),Abstract,"59% New Zealand Wool, 41% Viscose",Hand-Knotted,"1⁄3"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Hermitage - Alyanna Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_main.jpg",,,,,,,,,,,,,,,
Hermitage - Alyanna Area Rug,"<div class=""product-overview-data"">
<p><p>Capture the essence of contemporary artistry with the inspired Hermitage Alyanna Area Rug by Amer Rugs.</p><ul><li>Every brushstroke on this abstract area rug tells a unique story, and a stunning blue sapphire, navy, and off white color palette adds color and charisma to any design scheme.</li><li> This low pile area rug exudes an unmatched sense of luxury that truly defines sophistication. The viscose and New Zealand wool area rug is made of the finest art silk and wool fibers, allowing light to dance across its surface for an ethereal look that complements the soft underfoot feel beautifully.</li><li> Brilliant artisans in India have carefully and meticulously hand-knotted this gorgeous area rug.</li><li> To maintain the quality and longevity of your area rug, regularly vacuum it to remove debris and dust, spot-clean any spills immediately, and rotate the rug occasionally to ensure even wear and tear.</li></ul></p>
</div>",Amer Rugs,Color,Blue Sapphire ,Size,8' x 10' Rectangular,"6,884.99","3,489.24","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_back.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_main.jpg",1.0,Alyanna,Blue Sapphire (HRM-1),Abstract,"59% New Zealand Wool, 41% Viscose",Hand-Knotted,"1⁄3"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Hermitage - Alyanna Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_swatch2.jpg",,,,,,,,,,,,,,,
Hermitage - Alyanna Area Rug,"<div class=""product-overview-data"">
<p><p>Capture the essence of contemporary artistry with the inspired Hermitage Alyanna Area Rug by Amer Rugs.</p><ul><li>Every brushstroke on this abstract area rug tells a unique story, and a stunning blue sapphire, navy, and off white color palette adds color and charisma to any design scheme.</li><li> This low pile area rug exudes an unmatched sense of luxury that truly defines sophistication. The viscose and New Zealand wool area rug is made of the finest art silk and wool fibers, allowing light to dance across its surface for an ethereal look that complements the soft underfoot feel beautifully.</li><li> Brilliant artisans in India have carefully and meticulously hand-knotted this gorgeous area rug.</li><li> To maintain the quality and longevity of your area rug, regularly vacuum it to remove debris and dust, spot-clean any spills immediately, and rotate the rug occasionally to ensure even wear and tear.</li></ul></p>
</div>",Amer Rugs,Color,Blue Sapphire ,Size,10' x 14' Rectangular,"11,919.99","6,102.99","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_swatch2.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21227/150077/241150/ws_hrm1-blue_sapphire_main.jpg",1.0,Alyanna,Blue Sapphire (HRM-1),Abstract,"59% New Zealand Wool, 41% Viscose",Hand-Knotted,"1⁄3"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Dune - Estra Area Rug,"<div class=""product-overview-data"">
<p><p>Blend boho character, contemporary flair, and traditional charm using the alluring Dune Estra Area Rug by Amer Rugs.</p><ul><li>This modern area rug offers a striking, yet tranquil blue colorway, a mosaic of geometric details, a tiled design, a distressed finish, and braided tassel fringe trim for a timeless, yet of-the-moment aesthetic.</li><li> This flat pile area rug is a versatile addition to any space, promising a soft and durable foundation. With its low profile and subtle texture, this 100% cotton area rug seamlessly blends style and functionality.</li><li> This delightful area rug is handmade and flatwoven in India by master artisans, giving it an expertly crafted and intricately detailed look.</li><li> To keep your gorgeous rug looking fresh between professional cleanings, spot cleaning with a white cloth is recommended.</li></ul></p>
</div>",Amer Rugs,Color,Blue ,Size,2' x 3' Rectangular,41.99,19.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21226/150076/241149/ws_dun6-blue_main.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21226/150076/241149/ws_dun6-blue_runner.jpg",1.0,Estra,Blue (DUN-6),Contemporary / Modern,100% Cotton,Flat-Woven,"1⁄5"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Dune - Estra Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21226/150076/241149/ws_dun6-blue_runner.jpg",,,,,,,,,,,,,,,
Dune - Estra Area Rug,"<div class=""product-overview-data"">
<p><p>Blend boho character, contemporary flair, and traditional charm using the alluring Dune Estra Area Rug by Amer Rugs.</p><ul><li>This modern area rug offers a striking, yet tranquil blue colorway, a mosaic of geometric details, a tiled design, a distressed finish, and braided tassel fringe trim for a timeless, yet of-the-moment aesthetic.</li><li> This flat pile area rug is a versatile addition to any space, promising a soft and durable foundation. With its low profile and subtle texture, this 100% cotton area rug seamlessly blends style and functionality.</li><li> This delightful area rug is handmade and flatwoven in India by master artisans, giving it an expertly crafted and intricately detailed look.</li><li> To keep your gorgeous rug looking fresh between professional cleanings, spot cleaning with a white cloth is recommended.</li></ul></p>
</div>",Amer Rugs,Color,Blue ,Size,"2'6"" x 8' Rectangular runner",133.99,63.99,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21226/150076/241149/ws_dun6-blue_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/21226/150076/241149/ws_dun6-blue_runner.jpg",1.0,Estra,Blue (DUN-6),Contemporary / Modern,100% Cotton,Flat-Woven,"1⁄5"" (approx.)",Includes decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
