Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Shape (product.metafields.custom.shape)
Zuma Beach - ZUM-02 Area Rug,"<div class=""product-overview-data"">
<p><p>You can add striking designs and color combinations to any room with this ZUM-02 area rug from the Zuma Beach collection.</p><ul><li>The Zuma Beach collection features synthetic area rugs that are affordable, durable, and perfect for today's trends. </li><li>Choose between the variants of this beautiful rug design and pick the one that best matches the colors in the room that you're furnishing. </li><li>Pair this rug with a quality rug pad to protect the 1/4"" synthetic pile and backing from friction and sliding damage. </li><li>We recommend that you rotate your rug and pad annually to prevent early wear patterns, and clean up messes promptly. </li></ul></p>
</div>",Kaleen,Color,"Navy, Black, Turquoise ",Size,"9'3"" x 12' Rectangular",622.00,187.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219850/ws_zum02-22_2a.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/136916/219850/ws_zum02-22.jpg",1.0,ZUM-02,"Navy, Black, Turquoise (22)",Bohemian,100% Polypropylene,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/136916/219850/ws_zum02-22.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219850/ws_zum02-22_2.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219850/ws_zum02-22_1a.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219850/ws_zum02-22_1b.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219850/ws_zum02-22_1.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,"<div class=""product-overview-data"">
<p><p>You can add striking designs and color combinations to any room with this ZUM-02 area rug from the Zuma Beach collection.</p><ul><li>The Zuma Beach collection features synthetic area rugs that are affordable, durable, and perfect for today's trends. </li><li>Choose between the variants of this beautiful rug design and pick the one that best matches the colors in the room that you're furnishing. </li><li>Pair this rug with a quality rug pad to protect the 1/4"" synthetic pile and backing from friction and sliding damage. </li><li>We recommend that you rotate your rug and pad annually to prevent early wear patterns, and clean up messes promptly. </li></ul></p>
</div>",Kaleen,Color,"Blue, Grey, Silver ",Size,"9'3"" x 12' Rectangular",622.00,187.50,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219849/ws_zum02-17_2a.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/136916/219849/ws_zum02-17.jpg",1.0,ZUM-02,"Blue, Grey, Silver (17)",Bohemian,100% Polypropylene,Machine-Made,"1⁄4"" (approx.)",No decorative fringe,Outdoor/Indoor,Turkey,Not available,Not available,Recommended,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/136916/219849/ws_zum02-17.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219849/ws_zum02-17_2.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219849/ws_zum02-17_1a.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219849/ws_zum02-17_1b.jpg",,,,,,,,,,,,,,,
Zuma Beach - ZUM-02 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17798/0/219849/ws_zum02-17_1.jpg",,,,,,,,,,,,,,,
Brushstrokes - BRS-04 Area Rug,"<div class=""product-overview-data"">
<p><p>Enjoy an artful treat for the senses with the Brushstrokes BRS-04 area rug by Kaleen. This laidback design captures attention with its tie-dye visual effect, made from soft natural wool in creative nature-inspired hues..</p><ul><li>Brushstrokes collection area rugs employ a unique primitive dyeing method to infuse each yarn with a rich and dimensional color profile. </li><li>Use this contemporary rug to soften a casual seating space, to bring a pop of color to the home office, or to underscore your bohemian bedroom decor. </li><li>Skilled artisans tuft each wool rug yarn by hand. The pile is kept low and manageable, backed with cotton canvas for extra stability and support. </li><li>Professional cleaning is recommended. Use a dry white cloth to gently blot away spills as soon as you encounter them. </li></ul></p>
</div>",Kaleen,Color,"Brown, Sky Blue, Sand ",Size,2' x 3' Rectangular,136.92,75.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",1.0,BRS-04,"Brown, Sky Blue, Sand (86)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-04 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",,,,,,,,,,,,,,,
Brushstrokes - BRS-04 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86_runner.jpg",,,,,,,,,,,,,,,
Brushstrokes - BRS-04 Area Rug,"<div class=""product-overview-data"">
<p><p>Enjoy an artful treat for the senses with the Brushstrokes BRS-04 area rug by Kaleen. This laidback design captures attention with its tie-dye visual effect, made from soft natural wool in creative nature-inspired hues..</p><ul><li>Brushstrokes collection area rugs employ a unique primitive dyeing method to infuse each yarn with a rich and dimensional color profile. </li><li>Use this contemporary rug to soften a casual seating space, to bring a pop of color to the home office, or to underscore your bohemian bedroom decor. </li><li>Skilled artisans tuft each wool rug yarn by hand. The pile is kept low and manageable, backed with cotton canvas for extra stability and support. </li><li>Professional cleaning is recommended. Use a dry white cloth to gently blot away spills as soon as you encounter them. </li></ul></p>
</div>",Kaleen,Color,"Brown, Sky Blue, Sand ",Size,"2'6"" x 8' Rectangular runner",460.00,254.15,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",1.0,BRS-04,"Brown, Sky Blue, Sand (86)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-04 Area Rug,"<div class=""product-overview-data"">
<p><p>Enjoy an artful treat for the senses with the Brushstrokes BRS-04 area rug by Kaleen. This laidback design captures attention with its tie-dye visual effect, made from soft natural wool in creative nature-inspired hues..</p><ul><li>Brushstrokes collection area rugs employ a unique primitive dyeing method to infuse each yarn with a rich and dimensional color profile. </li><li>Use this contemporary rug to soften a casual seating space, to bring a pop of color to the home office, or to underscore your bohemian bedroom decor. </li><li>Skilled artisans tuft each wool rug yarn by hand. The pile is kept low and manageable, backed with cotton canvas for extra stability and support. </li><li>Professional cleaning is recommended. Use a dry white cloth to gently blot away spills as soon as you encounter them. </li></ul></p>
</div>",Kaleen,Color,"Brown, Sky Blue, Sand ",Size,"3'6"" x 5'6"" Rectangular",444.62,245.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",1.0,BRS-04,"Brown, Sky Blue, Sand (86)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-04 Area Rug,"<div class=""product-overview-data"">
<p><p>Enjoy an artful treat for the senses with the Brushstrokes BRS-04 area rug by Kaleen. This laidback design captures attention with its tie-dye visual effect, made from soft natural wool in creative nature-inspired hues..</p><ul><li>Brushstrokes collection area rugs employ a unique primitive dyeing method to infuse each yarn with a rich and dimensional color profile. </li><li>Use this contemporary rug to soften a casual seating space, to bring a pop of color to the home office, or to underscore your bohemian bedroom decor. </li><li>Skilled artisans tuft each wool rug yarn by hand. The pile is kept low and manageable, backed with cotton canvas for extra stability and support. </li><li>Professional cleaning is recommended. Use a dry white cloth to gently blot away spills as soon as you encounter them. </li></ul></p>
</div>",Kaleen,Color,"Brown, Sky Blue, Sand ",Size,"5' x 7'9"" Rectangular",844.62,466.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",1.0,BRS-04,"Brown, Sky Blue, Sand (86)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-04 Area Rug,"<div class=""product-overview-data"">
<p><p>Enjoy an artful treat for the senses with the Brushstrokes BRS-04 area rug by Kaleen. This laidback design captures attention with its tie-dye visual effect, made from soft natural wool in creative nature-inspired hues..</p><ul><li>Brushstrokes collection area rugs employ a unique primitive dyeing method to infuse each yarn with a rich and dimensional color profile. </li><li>Use this contemporary rug to soften a casual seating space, to bring a pop of color to the home office, or to underscore your bohemian bedroom decor. </li><li>Skilled artisans tuft each wool rug yarn by hand. The pile is kept low and manageable, backed with cotton canvas for extra stability and support. </li><li>Professional cleaning is recommended. Use a dry white cloth to gently blot away spills as soon as you encounter them. </li></ul></p>
</div>",Kaleen,Color,"Brown, Sky Blue, Sand ",Size,8' x 11' Rectangular,"1,921.54","1,061.65","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",1.0,BRS-04,"Brown, Sky Blue, Sand (86)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-04 Area Rug,"<div class=""product-overview-data"">
<p><p>Enjoy an artful treat for the senses with the Brushstrokes BRS-04 area rug by Kaleen. This laidback design captures attention with its tie-dye visual effect, made from soft natural wool in creative nature-inspired hues..</p><ul><li>Brushstrokes collection area rugs employ a unique primitive dyeing method to infuse each yarn with a rich and dimensional color profile. </li><li>Use this contemporary rug to soften a casual seating space, to bring a pop of color to the home office, or to underscore your bohemian bedroom decor. </li><li>Skilled artisans tuft each wool rug yarn by hand. The pile is kept low and manageable, backed with cotton canvas for extra stability and support. </li><li>Professional cleaning is recommended. Use a dry white cloth to gently blot away spills as soon as you encounter them. </li></ul></p>
</div>",Kaleen,Color,"Brown, Sky Blue, Sand ",Size,"9'6"" x 13' Rectangular","2,767.69","1,529.15","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114417/182816/ws_brs04-86_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182816/ws_brs04-86-1.jpg",1.0,BRS-04,"Brown, Sky Blue, Sand (86)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Marble - MBL-07 Area Rug,"<div class=""product-overview-data"">
<p><p>You'll do a doubletake every time you walk into the room with this MBL-07 area rug from Kaleen's Marble collection..</p><ul><li>The Marble collection from Kaleen features stunning wool area rugs with marbled designs and natural colors. </li><li>Wool is an absorbent fiber that's sensitive to moisture and soil, so place your new rug in a dry room that's protected from heavy traffic. </li><li>We recommend a quality rug pad to prevent sliding on hard floors, keeping the backing and 3/8"" wool pile in good condition. </li><li>To control wool shedding, vacuum a few times a week with the beater bar turned off to avoid causing wear to the yarn. </li></ul></p>
</div>",Kaleen,Color,Grey ,Size,2' x 3' Rectangular,152.31,84.15,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_4.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",1.0,MBL-07,Grey (75),Abstract,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Marble - MBL-07 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",,,,,,,,,,,,,,,
Marble - MBL-07 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/0/210708/ws_mbl07-75corner.jpg",,,,,,,,,,,,,,,
Marble - MBL-07 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_runner.jpg",,,,,,,,,,,,,,,
Marble - MBL-07 Area Rug,"<div class=""product-overview-data"">
<p><p>You'll do a doubletake every time you walk into the room with this MBL-07 area rug from Kaleen's Marble collection..</p><ul><li>The Marble collection from Kaleen features stunning wool area rugs with marbled designs and natural colors. </li><li>Wool is an absorbent fiber that's sensitive to moisture and soil, so place your new rug in a dry room that's protected from heavy traffic. </li><li>We recommend a quality rug pad to prevent sliding on hard floors, keeping the backing and 3/8"" wool pile in good condition. </li><li>To control wool shedding, vacuum a few times a week with the beater bar turned off to avoid causing wear to the yarn. </li></ul></p>
</div>",Kaleen,Color,Grey ,Size,"2'6"" x 8' Rectangular runner",506.15,279.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",1.0,MBL-07,Grey (75),Abstract,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Marble - MBL-07 Area Rug,"<div class=""product-overview-data"">
<p><p>You'll do a doubletake every time you walk into the room with this MBL-07 area rug from Kaleen's Marble collection..</p><ul><li>The Marble collection from Kaleen features stunning wool area rugs with marbled designs and natural colors. </li><li>Wool is an absorbent fiber that's sensitive to moisture and soil, so place your new rug in a dry room that's protected from heavy traffic. </li><li>We recommend a quality rug pad to prevent sliding on hard floors, keeping the backing and 3/8"" wool pile in good condition. </li><li>To control wool shedding, vacuum a few times a week with the beater bar turned off to avoid causing wear to the yarn. </li></ul></p>
</div>",Kaleen,Color,Grey ,Size,"3'6"" x 5'6"" Rectangular",490.77,271.15,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",1.0,MBL-07,Grey (75),Abstract,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Marble - MBL-07 Area Rug,"<div class=""product-overview-data"">
<p><p>You'll do a doubletake every time you walk into the room with this MBL-07 area rug from Kaleen's Marble collection..</p><ul><li>The Marble collection from Kaleen features stunning wool area rugs with marbled designs and natural colors. </li><li>Wool is an absorbent fiber that's sensitive to moisture and soil, so place your new rug in a dry room that's protected from heavy traffic. </li><li>We recommend a quality rug pad to prevent sliding on hard floors, keeping the backing and 3/8"" wool pile in good condition. </li><li>To control wool shedding, vacuum a few times a week with the beater bar turned off to avoid causing wear to the yarn. </li></ul></p>
</div>",Kaleen,Color,Grey ,Size,"5' x 7'9"" Rectangular",921.54,509.15,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",1.0,MBL-07,Grey (75),Abstract,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Marble - MBL-07 Area Rug,"<div class=""product-overview-data"">
<p><p>You'll do a doubletake every time you walk into the room with this MBL-07 area rug from Kaleen's Marble collection..</p><ul><li>The Marble collection from Kaleen features stunning wool area rugs with marbled designs and natural colors. </li><li>Wool is an absorbent fiber that's sensitive to moisture and soil, so place your new rug in a dry room that's protected from heavy traffic. </li><li>We recommend a quality rug pad to prevent sliding on hard floors, keeping the backing and 3/8"" wool pile in good condition. </li><li>To control wool shedding, vacuum a few times a week with the beater bar turned off to avoid causing wear to the yarn. </li></ul></p>
</div>",Kaleen,Color,Grey ,Size,8' x 11' Rectangular,"2,152.31","1,189.15","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",1.0,MBL-07,Grey (75),Abstract,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Marble - MBL-07 Area Rug,"<div class=""product-overview-data"">
<p><p>You'll do a doubletake every time you walk into the room with this MBL-07 area rug from Kaleen's Marble collection..</p><ul><li>The Marble collection from Kaleen features stunning wool area rugs with marbled designs and natural colors. </li><li>Wool is an absorbent fiber that's sensitive to moisture and soil, so place your new rug in a dry room that's protected from heavy traffic. </li><li>We recommend a quality rug pad to prevent sliding on hard floors, keeping the backing and 3/8"" wool pile in good condition. </li><li>To control wool shedding, vacuum a few times a week with the beater bar turned off to avoid causing wear to the yarn. </li></ul></p>
</div>",Kaleen,Color,Grey ,Size,"9'6"" x 13' Rectangular","3,075.38","1,699.15","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/17099/131094/210708/ws_mbl07-75.jpg",1.0,MBL-07,Grey (75),Abstract,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended,
Brushstrokes - BRS-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Energize your favorite space with the Brushstrokes BRS-06 area rug by Kaleen. This exciting design features dynamic interactions between color and form, an artistic impression captured in 100% wool pile for comfortable everyday appeal..</p><ul><li>Kaleen employs a primitive dyeing method to achieve the rich tonal variation found within each yarn.</li><li>Color blooms across the surface, unbound by border. This contemporary area rug is available in a curated selection of colorways - bold, subdued, and in between.</li><li>Each yarn in the low-cut 100% wool rug pile is hand-tufted by skilled Kaleen artisans. A cotton backing provides added structural stability for lasting strength.</li><li>Vacuum using suction only - avoid using any type of brush roll or beater bar component. Invest in professional cleaning periodically. </li></ul></p>
</div>",Kaleen,Color,"Gold, Turquoise, Light Brown ",Size,2' x 3' Rectangular,136.92,75.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114419/182820/ws_brs06-05.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182820/ws_brs06-05-1.jpg",1.0,BRS-06,"Gold, Turquoise, Light Brown (05)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182820/ws_brs06-05-1.jpg",,,,,,,,,,,,,,,
Brushstrokes - BRS-06 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114419/182820/ws_brs06-05_runner.jpg",,,,,,,,,,,,,,,
Brushstrokes - BRS-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Energize your favorite space with the Brushstrokes BRS-06 area rug by Kaleen. This exciting design features dynamic interactions between color and form, an artistic impression captured in 100% wool pile for comfortable everyday appeal..</p><ul><li>Kaleen employs a primitive dyeing method to achieve the rich tonal variation found within each yarn.</li><li>Color blooms across the surface, unbound by border. This contemporary area rug is available in a curated selection of colorways - bold, subdued, and in between.</li><li>Each yarn in the low-cut 100% wool rug pile is hand-tufted by skilled Kaleen artisans. A cotton backing provides added structural stability for lasting strength.</li><li>Vacuum using suction only - avoid using any type of brush roll or beater bar component. Invest in professional cleaning periodically. </li></ul></p>
</div>",Kaleen,Color,"Gold, Turquoise, Light Brown ",Size,"2'6"" x 8' Rectangular runner",460.00,254.15,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114419/182820/ws_brs06-05_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182820/ws_brs06-05-1.jpg",1.0,BRS-06,"Gold, Turquoise, Light Brown (05)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Energize your favorite space with the Brushstrokes BRS-06 area rug by Kaleen. This exciting design features dynamic interactions between color and form, an artistic impression captured in 100% wool pile for comfortable everyday appeal..</p><ul><li>Kaleen employs a primitive dyeing method to achieve the rich tonal variation found within each yarn.</li><li>Color blooms across the surface, unbound by border. This contemporary area rug is available in a curated selection of colorways - bold, subdued, and in between.</li><li>Each yarn in the low-cut 100% wool rug pile is hand-tufted by skilled Kaleen artisans. A cotton backing provides added structural stability for lasting strength.</li><li>Vacuum using suction only - avoid using any type of brush roll or beater bar component. Invest in professional cleaning periodically. </li></ul></p>
</div>",Kaleen,Color,"Gold, Turquoise, Light Brown ",Size,"3'6"" x 5'6"" Rectangular",444.62,245.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114419/182820/ws_brs06-05_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182820/ws_brs06-05-1.jpg",1.0,BRS-06,"Gold, Turquoise, Light Brown (05)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Energize your favorite space with the Brushstrokes BRS-06 area rug by Kaleen. This exciting design features dynamic interactions between color and form, an artistic impression captured in 100% wool pile for comfortable everyday appeal..</p><ul><li>Kaleen employs a primitive dyeing method to achieve the rich tonal variation found within each yarn.</li><li>Color blooms across the surface, unbound by border. This contemporary area rug is available in a curated selection of colorways - bold, subdued, and in between.</li><li>Each yarn in the low-cut 100% wool rug pile is hand-tufted by skilled Kaleen artisans. A cotton backing provides added structural stability for lasting strength.</li><li>Vacuum using suction only - avoid using any type of brush roll or beater bar component. Invest in professional cleaning periodically. </li></ul></p>
</div>",Kaleen,Color,"Gold, Turquoise, Light Brown ",Size,"5' x 7'9"" Rectangular",844.62,466.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114419/182820/ws_brs06-05_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182820/ws_brs06-05-1.jpg",1.0,BRS-06,"Gold, Turquoise, Light Brown (05)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
Brushstrokes - BRS-06 Area Rug,"<div class=""product-overview-data"">
<p><p>Energize your favorite space with the Brushstrokes BRS-06 area rug by Kaleen. This exciting design features dynamic interactions between color and form, an artistic impression captured in 100% wool pile for comfortable everyday appeal..</p><ul><li>Kaleen employs a primitive dyeing method to achieve the rich tonal variation found within each yarn.</li><li>Color blooms across the surface, unbound by border. This contemporary area rug is available in a curated selection of colorways - bold, subdued, and in between.</li><li>Each yarn in the low-cut 100% wool rug pile is hand-tufted by skilled Kaleen artisans. A cotton backing provides added structural stability for lasting strength.</li><li>Vacuum using suction only - avoid using any type of brush roll or beater bar component. Invest in professional cleaning periodically. </li></ul></p>
</div>",Kaleen,Color,"Gold, Turquoise, Light Brown ",Size,8' x 11' Rectangular,"1,921.54","1,061.65","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/114419/182820/ws_brs06-05_runner.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00081/15055/0/182820/ws_brs06-05-1.jpg",1.0,BRS-06,"Gold, Turquoise, Light Brown (05)",Contemporary / Modern,100% Wool,Hand-Tufted,"3⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Call  1-888-464-1447 to order,Not available,Recommended,
